2018-08-21 08:36:11.562 [main] INFO  cn.yuchen.bigdate.rs.RegionalstabilityApplication - Starting RegionalstabilityApplication on DESKTOP-9BCQK4L with PID 12124 (started by wzx in E:\开发工程\区域稳定性\java\程序源码\regionalstability)
2018-08-21 08:51:56.538 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/syspower/findbypage],methods=[POST]}" onto public cn.yuchen.bigdate.rs.utility.ResponseResult<com.github.pagehelper.PageInfo<cn.yuchen.bigdate.rs.service.sysmanage.pojo.vo.SysPowerVo>> cn.yuchen.bigdate.rs.service.sysmanage.controller.SysPowerController.findByPage(cn.yuchen.bigdate.rs.service.sysmanage.pojo.webvo.SysPageVo)
2018-08-21 08:51:56.539 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sysrole/add],methods=[POST]}" onto public cn.yuchen.bigdate.rs.utility.ResponseResult<java.lang.Boolean> cn.yuchen.bigdate.rs.service.sysmanage.controller.SysRoleController.add(cn.yuchen.bigdate.rs.service.sysmanage.pojo.vo.SysRoleVo)
2018-08-21 08:51:56.541 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sysrole/update],methods=[POST]}" onto public cn.yuchen.bigdate.rs.utility.ResponseResult<java.lang.Boolean> cn.yuchen.bigdate.rs.service.sysmanage.controller.SysRoleController.update(cn.yuchen.bigdate.rs.service.sysmanage.pojo.vo.SysRoleVo)
2018-08-21 08:51:56.541 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sysrole/delete/{id}],methods=[POST]}" onto public cn.yuchen.bigdate.rs.utility.ResponseResult<java.lang.Boolean> cn.yuchen.bigdate.rs.service.sysmanage.controller.SysRoleController.delete(java.lang.Long)
2018-08-21 08:51:56.542 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sysrole/find/{id}],methods=[POST]}" onto public cn.yuchen.bigdate.rs.utility.ResponseResult<cn.yuchen.bigdate.rs.service.sysmanage.pojo.vo.SysRoleVo> cn.yuchen.bigdate.rs.service.sysmanage.controller.SysRoleController.findById(java.lang.Long)
2018-08-21 08:51:56.542 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sysrole/findbypage],methods=[POST]}" onto public cn.yuchen.bigdate.rs.utility.ResponseResult<com.github.pagehelper.PageInfo<cn.yuchen.bigdate.rs.service.sysmanage.pojo.vo.SysRoleVo>> cn.yuchen.bigdate.rs.service.sysmanage.controller.SysRoleController.findByPage(cn.yuchen.bigdate.rs.service.sysmanage.pojo.webvo.SysPageVo)
2018-08-21 08:51:56.543 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sysrolepower/add],methods=[POST]}" onto public cn.yuchen.bigdate.rs.utility.ResponseResult<java.lang.Boolean> cn.yuchen.bigdate.rs.service.sysmanage.controller.SysRolePowerController.add(cn.yuchen.bigdate.rs.service.sysmanage.pojo.vo.SysRolePowerVo)
2018-08-21 08:51:56.543 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sysrolepower/delete/{id}],methods=[POST]}" onto public cn.yuchen.bigdate.rs.utility.ResponseResult<java.lang.Boolean> cn.yuchen.bigdate.rs.service.sysmanage.controller.SysRolePowerController.delete(java.lang.Long)
2018-08-21 08:51:56.543 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sysrolepower/find/{id}],methods=[POST]}" onto public cn.yuchen.bigdate.rs.utility.ResponseResult<java.util.List<cn.yuchen.bigdate.rs.service.sysmanage.pojo.vo.SysRolePowerVo>> cn.yuchen.bigdate.rs.service.sysmanage.controller.SysRolePowerController.findByUserId(java.lang.Long)
2018-08-21 08:51:56.545 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sysuser/add],methods=[POST]}" onto public cn.yuchen.bigdate.rs.utility.ResponseResult<java.lang.Boolean> cn.yuchen.bigdate.rs.service.sysmanage.controller.SysUserController.add(cn.yuchen.bigdate.rs.service.sysmanage.pojo.vo.SysUserVo)
2018-08-21 08:51:56.545 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sysuser/init/{id}],methods=[POST]}" onto public cn.yuchen.bigdate.rs.utility.ResponseResult<java.lang.Boolean> cn.yuchen.bigdate.rs.service.sysmanage.controller.SysUserController.update(java.lang.Long)
2018-08-21 08:51:56.546 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sysuser/update],methods=[POST]}" onto public cn.yuchen.bigdate.rs.utility.ResponseResult<java.lang.Boolean> cn.yuchen.bigdate.rs.service.sysmanage.controller.SysUserController.update(cn.yuchen.bigdate.rs.service.sysmanage.pojo.vo.SysUserVo)
2018-08-21 08:51:56.546 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sysuser/delete/{id}],methods=[POST]}" onto public cn.yuchen.bigdate.rs.utility.ResponseResult<java.lang.Boolean> cn.yuchen.bigdate.rs.service.sysmanage.controller.SysUserController.delete(java.lang.Long)
2018-08-21 08:51:56.546 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sysuser/find/{id}],methods=[POST]}" onto public cn.yuchen.bigdate.rs.utility.ResponseResult<cn.yuchen.bigdate.rs.service.sysmanage.pojo.vo.SysUserVo> cn.yuchen.bigdate.rs.service.sysmanage.controller.SysUserController.findById(java.lang.Long)
2018-08-21 08:51:56.547 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sysuser/findbypage],methods=[POST]}" onto public cn.yuchen.bigdate.rs.utility.ResponseResult<com.github.pagehelper.PageInfo<cn.yuchen.bigdate.rs.service.sysmanage.pojo.vo.SysUserVo>> cn.yuchen.bigdate.rs.service.sysmanage.controller.SysUserController.findByPage(cn.yuchen.bigdate.rs.service.sysmanage.pojo.webvo.SysPageVo)
2018-08-21 08:51:56.547 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sysuserrole/add],methods=[POST]}" onto public cn.yuchen.bigdate.rs.utility.ResponseResult<java.lang.Boolean> cn.yuchen.bigdate.rs.service.sysmanage.controller.SysUserRoleController.add(cn.yuchen.bigdate.rs.service.sysmanage.pojo.vo.SysUserRoleVo)
2018-08-21 08:51:56.548 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sysuserrole/delete/{id}],methods=[POST]}" onto public cn.yuchen.bigdate.rs.utility.ResponseResult<java.lang.Boolean> cn.yuchen.bigdate.rs.service.sysmanage.controller.SysUserRoleController.delete(java.lang.Long)
2018-08-21 08:51:56.548 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/sysuserrole/find/{id}],methods=[POST]}" onto public cn.yuchen.bigdate.rs.utility.ResponseResult<java.util.List<cn.yuchen.bigdate.rs.service.sysmanage.pojo.vo.SysUserRoleVo>> cn.yuchen.bigdate.rs.service.sysmanage.controller.SysUserRoleController.findByUserId(java.lang.Long)
2018-08-21 08:51:56.550 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/add],methods=[POST]}" onto public cn.yuchen.bigdate.rs.utility.ResponseResult<java.lang.Boolean> cn.yuchen.bigdate.rs.usermanagement.controller.UserController.addUser(cn.yuchen.bigdate.rs.usermanagement.pojo.vo.UserVo)
2018-08-21 08:51:56.550 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/addDB],methods=[POST]}" onto public cn.yuchen.bigdate.rs.utility.ResponseResult<java.lang.String> cn.yuchen.bigdate.rs.usermanagement.controller.UserController.addUserForDB(cn.yuchen.bigdate.rs.usermanagement.pojo.vo.UserVo)
2018-08-21 08:51:56.551 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/findDB],methods=[POST]}" onto public cn.yuchen.bigdate.rs.utility.ResponseResult<java.util.List<cn.yuchen.bigdate.rs.usermanagement.pojo.po.UserPo>> cn.yuchen.bigdate.rs.usermanagement.controller.UserController.findUserForDB()
2018-08-21 08:51:56.551 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/hello/{s}],methods=[POST]}" onto public cn.yuchen.bigdate.rs.utility.ResponseResult<java.lang.String> cn.yuchen.bigdate.rs.usermanagement.controller.UserController.sayHello(java.lang.String)
2018-08-21 08:51:56.551 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/getUser/{id}],methods=[GET]}" onto public cn.yuchen.bigdate.rs.utility.ResponseResult<cn.yuchen.bigdate.rs.usermanagement.pojo.vo.UserVo> cn.yuchen.bigdate.rs.usermanagement.controller.UserController.findUserVoById(java.lang.Integer)
2018-08-21 08:51:56.551 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/findalldb],methods=[POST]}" onto public cn.yuchen.bigdate.rs.utility.ResponseResult<org.springframework.data.domain.Page<cn.yuchen.bigdate.rs.usermanagement.pojo.mogopo.Tagdata>> cn.yuchen.bigdate.rs.usermanagement.controller.UserController.findAllDB()
2018-08-21 08:51:56.552 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/getSolr/{id}],methods=[GET]}" onto public cn.yuchen.bigdate.rs.utility.ResponseResult<cn.yuchen.bigdate.rs.usermanagement.pojo.vo.UserVo> cn.yuchen.bigdate.rs.usermanagement.controller.UserController.findUserVoFromSolr(java.lang.Integer) throws java.io.IOException,org.apache.solr.client.solrj.SolrServerException
2018-08-21 08:51:56.553 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2018-08-21 08:51:56.554 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2018-08-21 08:51:56.598 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-08-21 08:51:56.598 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-08-21 08:51:56.631 [main] INFO  o.s.w.s.m.m.a.ExceptionHandlerExceptionResolver - Detected @ExceptionHandler methods in globalExceptionHandler
2018-08-21 08:51:57.385 [main] INFO  o.s.jmx.export.annotation.AnnotationMBeanExporter - Registering beans for JMX exposure on startup
2018-08-21 08:51:57.386 [main] INFO  o.s.jmx.export.annotation.AnnotationMBeanExporter - Bean with name 'dataSource' has been autodetected for JMX exposure
2018-08-21 08:51:57.393 [main] INFO  o.s.jmx.export.annotation.AnnotationMBeanExporter - Located MBean 'dataSource': registering with JMX server as MBean [com.zaxxer.hikari:name=dataSource,type=HikariDataSource]
2018-08-21 08:51:57.412 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2018-08-21 08:51:57.423 [main] INFO  org.apache.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
2018-08-21 08:51:57.464 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path '/test'
2018-08-21 08:51:57.468 [main] INFO  cn.yuchen.bigdate.rs.RegionalstabilityApplication - Started RegionalstabilityApplication in 7.753 seconds (JVM running for 8.858)
2018-08-21 09:59:54.746 [cluster-ClusterId{value='5b7b622a22c0ff1a4860d13e', description='null'}-192.168.100.188:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:2, serverValue:896}] to 192.168.100.188:27017
2018-08-21 10:03:05.295 [http-nio-8080-exec-2] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/test] - Initializing Spring FrameworkServlet 'dispatcherServlet'
2018-08-21 10:03:05.295 [http-nio-8080-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization started
2018-08-21 10:03:05.316 [http-nio-8080-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization completed in 21 ms
2018-08-21 10:03:56.282 [main] INFO  cn.yuchen.bigdate.rs.RegionalstabilityApplication - Starting RegionalstabilityApplication on DESKTOP-9BCQK4L with PID 10616 (started by wzx in E:\开发工程\区域稳定性\java\程序源码\regionalstability)
2018-08-21 10:03:56.285 [main] INFO  cn.yuchen.bigdate.rs.RegionalstabilityApplication - The following profiles are active: test
2018-08-21 10:03:56.336 [main] INFO  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext - Refreshing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@3a5ecce3: startup date [Tue Aug 21 10:03:56 CST 2018]; root of context hierarchy
2018-08-21 10:03:57.174 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2018-08-21 10:03:57.245 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2018-08-21 10:03:57.262 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface cn.yuchen.bigdate.rs.usermanagement.repository.TestRepository.
2018-08-21 10:03:57.263 [main] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport - Spring Data Redis - Could not safely identify store assignment for repository candidate interface cn.yuchen.bigdate.rs.usermanagement.repository.UserRepository.
2018-08-21 10:03:57.538 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'shiroConfiguration' of type [cn.yuchen.bigdate.rs.config.ShiroConfiguration$$EnhancerBySpringCGLIB$$d05a8a68] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-08-21 10:03:57.636 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'getEhCacheManager' of type [org.apache.shiro.cache.ehcache.EhCacheManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-08-21 10:03:57.640 [main] INFO  org.apache.shiro.cache.ehcache.EhCacheManager - Cache with name 'cn.yuchen.bigdate.rs.config.AuthRealm.authorizationCache' does not yet exist.  Creating now.
2018-08-21 10:03:57.662 [main] INFO  org.apache.shiro.cache.ehcache.EhCacheManager - Added EhCache named [cn.yuchen.bigdate.rs.config.AuthRealm.authorizationCache]
2018-08-21 10:03:57.698 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.context.properties.ConversionServiceDeducer$Factory' of type [org.springframework.boot.context.properties.ConversionServiceDeducer$Factory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-08-21 10:03:57.775 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'mybatis-org.mybatis.spring.boot.autoconfigure.MybatisProperties' of type [org.mybatis.spring.boot.autoconfigure.MybatisProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-08-21 10:03:57.784 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.mybatis.spring.boot.autoconfigure.MybatisAutoConfiguration' of type [org.mybatis.spring.boot.autoconfigure.MybatisAutoConfiguration$$EnhancerBySpringCGLIB$$1b585e6e] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-08-21 10:03:57.788 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.autoconfigure.jdbc.DataSourceConfiguration$Hikari' of type [org.springframework.boot.autoconfigure.jdbc.DataSourceConfiguration$Hikari] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-08-21 10:03:57.801 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'spring.datasource-org.springframework.boot.autoconfigure.jdbc.DataSourceProperties' of type [org.springframework.boot.autoconfigure.jdbc.DataSourceProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-08-21 10:03:57.833 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'dataSource' of type [com.zaxxer.hikari.HikariDataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-08-21 10:03:58.075 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sqlSessionFactory' of type [org.apache.ibatis.session.defaults.DefaultSqlSessionFactory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-08-21 10:03:58.151 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sqlSessionTemplate' of type [org.mybatis.spring.SqlSessionTemplate] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-08-21 10:03:58.152 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysUserDao' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-08-21 10:03:58.153 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysUserDao' of type [com.sun.proxy.$Proxy65] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-08-21 10:03:58.154 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysUserServiceImpl' of type [cn.yuchen.bigdate.rs.service.sysmanage.service.impl.SysUserServiceImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-08-21 10:03:58.158 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysPowerDao' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-08-21 10:03:58.159 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysPowerDao' of type [com.sun.proxy.$Proxy67] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-08-21 10:03:58.163 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysRolePowerDao' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-08-21 10:03:58.164 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysRolePowerDao' of type [com.sun.proxy.$Proxy68] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-08-21 10:03:58.164 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysRolePowerServiceImpl' of type [cn.yuchen.bigdate.rs.service.sysmanage.service.impl.SysRolePowerServiceImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-08-21 10:03:58.164 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysPowerServiceImpl' of type [cn.yuchen.bigdate.rs.service.sysmanage.service.impl.SysPowerServiceImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-08-21 10:03:58.168 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysRoleDao' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-08-21 10:03:58.169 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysRoleDao' of type [com.sun.proxy.$Proxy69] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-08-21 10:03:58.173 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysUserRoleDao' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-08-21 10:03:58.174 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysUserRoleDao' of type [com.sun.proxy.$Proxy70] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-08-21 10:03:58.174 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysUserRoleServiceImpl' of type [cn.yuchen.bigdate.rs.service.sysmanage.service.impl.SysUserRoleServiceImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-08-21 10:03:58.174 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sysRoleServiceImpl' of type [cn.yuchen.bigdate.rs.service.sysmanage.service.impl.SysRoleServiceImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-08-21 10:03:58.174 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'authRealm' of type [cn.yuchen.bigdate.rs.config.AuthRealm] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-08-21 10:03:58.474 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'securityManager' of type [org.apache.shiro.web.mgt.DefaultWebSecurityManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-08-21 10:03:58.530 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$e8840d3e] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-08-21 10:03:58.546 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'getAuthorizationAttributeSourceAdvisor' of type [org.apache.shiro.spring.security.interceptor.AuthorizationAttributeSourceAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-08-21 10:03:58.814 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
2018-08-21 10:03:58.827 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2018-08-21 10:03:58.838 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2018-08-21 10:03:58.838 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.31
2018-08-21 10:03:58.842 [localhost-startStop-1] INFO  org.apache.catalina.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [E:\java_evn\java_JDK\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\iCLS\;C:\Program Files\Intel\Intel(R) Management Engine Components\iCLS\;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;E:\java_evn\java_JDK\bin;E:\java_evn\java_JDK\jre\bin;E:\java_evn\Git\Git\cmd;E:\java_evn\Maven\apache-maven-3.5.0\bin\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files (x86)\MySQL\MySQL Utilities 1.6\;C:\WINDOWS\System32\OpenSSH\;E:\java_evn\svn\bin;C:\Users\wzx\AppData\Local\Microsoft\WindowsApps;;.]
2018-08-21 10:03:58.962 [localhost-startStop-1] INFO  o.a.c.c.ContainerBase.[Tomcat].[localhost].[/test] - Initializing Spring embedded WebApplicationContext
2018-08-21 10:03:58.962 [localhost-startStop-1] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2626 ms
2018-08-21 10:03:59.178 [localhost-startStop-1] INFO  o.s.boot.web.servlet.ServletRegistrationBean - Servlet dispatcherServlet mapped to [/]
2018-08-21 10:03:59.183 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
2018-08-21 10:03:59.183 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2018-08-21 10:03:59.183 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*]
2018-08-21 10:03:59.184 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*]
2018-08-21 10:03:59.184 [localhost-startStop-1] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'shiroFilter' to: [/*]
2018-08-21 10:03:59.576 [main] INFO  org.mongodb.driver.cluster - Cluster created with settings {hosts=[192.168.100.188:27017], mode=SINGLE, requiredClusterType=UNKNOWN, serverSelectionTimeout='30000 ms', maxWaitQueueSize=500}
2018-08-21 10:03:59.673 [cluster-ClusterId{value='5b7b730f22c0ff2978ce9b6c', description='null'}-192.168.100.188:27017] INFO  org.mongodb.driver.connection - Opened connection [connectionId{localValue:1, serverValue:897}] to 192.168.100.188:27017
2018-08-21 10:03:59.677 [cluster-ClusterId{value='5b7b730f22c0ff2978ce9b6c', description='null'}-192.168.100.188:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=192.168.100.188:27017, type=STANDALONE, state=CONNECTED, ok=true, version=ServerVersion{versionList=[3, 6, 1]}, minWireVersion=0, maxWireVersion=6, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=2599595}
2018-08-21 10:04:00.565 [main] INFO  o.s.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-08-21 10:04:00.844 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@3a5ecce3: startup date [Tue Aug 21 10:03:56 CST 2018]; root of context hierarchy
